subject,course,unit_number,unit_title,project_path,status
Física,04-oscilacoes-ondas-e-acustica,323,"Frequência, altura e espectro sonoro",fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/323-frequencia-altura-e-espectro-sonoro.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,326,Timbre e análise harmônica,fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/326-timbre-e-analise-harmonica.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,327,Cordas vibrantes e modos normais,fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/327-cordas-vibrantes-e-modos-normais.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,328,Tubos sonoros abertos e fechados,fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/328-tubos-sonoros-abertos-e-fechados.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,329,Batimentos,fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/329-batimentos.html,PENDENTE_VIDEO_DIRETO
Física,04-oscilacoes-ondas-e-acustica,331,Ressonância acústica,fisica/cursos/04-oscilacoes-ondas-e-acustica/curso_aluno/unidades/331-ressonancia-acustica.html,PENDENTE_VIDEO_DIRETO
Física,05-optica,332,"Luz, raios e aproximação da óptica geométrica",fisica/cursos/05-optica/curso_aluno/unidades/332-luz-raios-e-aproximacao-da-optica-geometrica.html,PENDENTE_VIDEO_DIRETO
Física,05-optica,333,"Princípios de propagação retilínea, reversibilidade e independência",fisica/cursos/05-optica/curso_aluno/unidades/333-principios-de-propagacao-retilinea-reversibilidade-e-independencia.html,PENDENTE_VIDEO_DIRETO
Física,05-optica,334,"Sombra, penumbra, eclipses e câmara escura",fisica/cursos/05-optica/curso_aluno/unidades/334-sombra-penumbra-eclipses-e-camara-escura.html,PENDENTE_VIDEO_DIRETO
Física,05-optica,337,Associação e rotação de espelhos planos,fisica/cursos/05-optica/curso_aluno/unidades/337-associacao-e-rotacao-de-espelhos-planos.html,PENDENTE_VIDEO_DIRETO
Física,05-optica,340,Aumento linear transversal em espelhos,fisica/cursos/05-optica/curso_aluno/unidades/340-aumento-linear-transversal-em-espelhos.html,PENDENTE_VIDEO_DIRETO
Física,05-optica,345,Lâminas de faces paralelas,fisica/cursos/05-optica/curso_aluno/unidades/345-laminas-de-faces-paralelas.html,PENDENTE_VIDEO_DIRETO
Física,05-optica,346,Prismas e desvio angular,fisica/cursos/05-optica/curso_aluno/unidades/346-prismas-e-desvio-angular.html,PENDENTE_VIDEO_DIRETO
Física,05-optica,347,Profundidade aparente e dioptro plano,fisica/cursos/05-optica/curso_aluno/unidades/347-profundidade-aparente-e-dioptro-plano.html,PENDENTE_VIDEO_DIRETO
Física,05-optica,349,Lentes delgadas convergentes e divergentes,fisica/cursos/05-optica/curso_aluno/unidades/349-lentes-delgadas-convergentes-e-divergentes.html,PENDENTE_VIDEO_DIRETO
Física,05-optica,350,Raios notáveis em lentes,fisica/cursos/05-optica/curso_aluno/unidades/350-raios-notaveis-em-lentes.html,PENDENTE_VIDEO_DIRETO
Física,05-optica,351,Equação de Gauss para lentes,fisica/cursos/05-optica/curso_aluno/unidades/351-equacao-de-gauss-para-lentes.html,PENDENTE_VIDEO_DIRETO
Física,05-optica,352,Aumento linear em lentes,fisica/cursos/05-optica/curso_aluno/unidades/352-aumento-linear-em-lentes.html,PENDENTE_VIDEO_DIRETO
Física,05-optica,353,Vergência e associação de lentes,fisica/cursos/05-optica/curso_aluno/unidades/353-vergencia-e-associacao-de-lentes.html,PENDENTE_VIDEO_DIRETO
Física,05-optica,356,"Lupa, microscópio e telescópio em nível conceitual",fisica/cursos/05-optica/curso_aluno/unidades/356-lupa-microscopio-e-telescopio-em-nivel-conceitual.html,PENDENTE_VIDEO_DIRETO
Física,05-optica,357,Interferência luminosa,fisica/cursos/05-optica/curso_aluno/unidades/357-interferencia-luminosa.html,PENDENTE_VIDEO_DIRETO
Física,05-optica,358,Experimento de dupla fenda,fisica/cursos/05-optica/curso_aluno/unidades/358-experimento-de-dupla-fenda.html,PENDENTE_VIDEO_DIRETO
Física,05-optica,360,Polarização da luz,fisica/cursos/05-optica/curso_aluno/unidades/360-polarizacao-da-luz.html,PENDENTE_VIDEO_DIRETO
Física,05-optica,361,Limite de resolução e caráter ondulatório da luz,fisica/cursos/05-optica/curso_aluno/unidades/361-limite-de-resolucao-e-carater-ondulatorio-da-luz.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,363,Conservação da carga elétrica,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/363-conservacao-da-carga-eletrica.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,364,"Condutores, isolantes e semicondutores",fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/364-condutores-isolantes-e-semicondutores.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,366,Polarização elétrica,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/366-polarizacao-eletrica.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,368,Superposição de forças elétricas,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/368-superposicao-de-forcas-eletricas.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,370,Campo de carga puntiforme,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/370-campo-de-carga-puntiforme.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,371,Superposição de campos elétricos,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/371-superposicao-de-campos-eletricos.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,373,Campo elétrico uniforme,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/373-campo-eletrico-uniforme.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,374,Movimento de carga em campo elétrico uniforme,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/374-movimento-de-carga-em-campo-eletrico-uniforme.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,375,Fluxo elétrico e Lei de Gauss em nível qualitativo,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/375-fluxo-eletrico-e-lei-de-gauss-em-nivel-qualitativo.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,376,Energia potencial elétrica,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/376-energia-potencial-eletrica.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,377,Potencial elétrico,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/377-potencial-eletrico.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,378,Diferença de potencial e trabalho elétrico,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/378-diferenca-de-potencial-e-trabalho-eletrico.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,379,Superfícies equipotenciais,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/379-superficies-equipotenciais.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,380,Relação entre campo e potencial em casos simples,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/380-relacao-entre-campo-e-potencial-em-casos-simples.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,384,Energia armazenada em capacitores,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/384-energia-armazenada-em-capacitores.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,385,Dielétricos em nível conceitual,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/385-dieletricos-em-nivel-conceitual.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,386,Corrente elétrica e sentido convencional,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/386-corrente-eletrica-e-sentido-convencional.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,387,Densidade de corrente em nível conceitual,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/387-densidade-de-corrente-em-nivel-conceitual.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,393,Circuitos mistos,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/393-circuitos-mistos.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,401,Circuitos RC: carga e descarga qualitativa,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/401-circuitos-rc-carga-e-descarga-qualitativa.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,403,Campo magnético terrestre,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/403-campo-magnetico-terrestre.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,404,Campo magnético de corrente retilínea,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/404-campo-magnetico-de-corrente-retilinea.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,405,Campo magnético de espira e solenoide,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/405-campo-magnetico-de-espira-e-solenoide.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,406,Força magnética sobre carga em movimento,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/406-forca-magnetica-sobre-carga-em-movimento.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,407,Movimento circular de carga em campo magnético,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/407-movimento-circular-de-carga-em-campo-magnetico.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,408,Força magnética sobre fio com corrente,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/408-forca-magnetica-sobre-fio-com-corrente.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,409,Torque em espira e motor elétrico,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/409-torque-em-espira-e-motor-eletrico.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,410,Lei de Ampère em nível qualitativo,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/410-lei-de-ampere-em-nivel-qualitativo.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,411,Fluxo magnético,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/411-fluxo-magnetico.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,412,Lei de Faraday,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/412-lei-de-faraday.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,413,Lei de Lenz,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/413-lei-de-lenz.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,414,Força eletromotriz de movimento,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/414-forca-eletromotriz-de-movimento.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,416,Autoindução e indutância em nível conceitual,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/416-autoinducao-e-indutancia-em-nivel-conceitual.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,417,Transformadores,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/417-transformadores.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,418,Corrente alternada e valores eficazes,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/418-corrente-alternada-e-valores-eficazes.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,419,Circuitos RLC e ressonância em nível conceitual,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/419-circuitos-rlc-e-ressonancia-em-nivel-conceitual.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,420,Síntese de Maxwell em nível conceitual,fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/420-sintese-de-maxwell-em-nivel-conceitual.html,PENDENTE_VIDEO_DIRETO
Física,06-eletromagnetismo-classico,423,"Energia, intensidade e aplicações do espectro",fisica/cursos/06-eletromagnetismo-classico/curso_aluno/unidades/423-energia-intensidade-e-aplicacoes-do-espectro.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,425,Relatividade da simultaneidade,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/425-relatividade-da-simultaneidade.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,427,Contração do comprimento,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/427-contracao-do-comprimento.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,428,Composição relativística de velocidades em nível conceitual,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/428-composicao-relativistica-de-velocidades-em-nivel-conceitual.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,429,Energia relativística e equivalência massa–energia,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/429-energia-relativistica-e-equivalencia-massaenergia.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,430,Quantização de energia e constante de Planck,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/430-quantizacao-de-energia-e-constante-de-planck.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,432,Fóton e dualidade onda-partícula da luz,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/432-foton-e-dualidade-onda-particula-da-luz.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,433,Modelo de Bohr e espectros atômicos,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/433-modelo-de-bohr-e-espectros-atomicos.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,434,Comprimento de onda de de Broglie,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/434-comprimento-de-onda-de-de-broglie.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,435,Dualidade onda-partícula da matéria,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/435-dualidade-onda-particula-da-materia.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,436,Princípio da incerteza em nível conceitual,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/436-principio-da-incerteza-em-nivel-conceitual.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,437,Laser e emissão estimulada em nível conceitual,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/437-laser-e-emissao-estimulada-em-nivel-conceitual.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,438,Estrutura do núcleo e isótopos,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/438-estrutura-do-nucleo-e-isotopos.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,439,Defeito de massa e energia de ligação,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/439-defeito-de-massa-e-energia-de-ligacao.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,441,Lei de decaimento radioativo,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/441-lei-de-decaimento-radioativo.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,442,Meia-vida,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/442-meia-vida.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,443,Reações nucleares e conservação,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/443-reacoes-nucleares-e-conservacao.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,444,Fissão nuclear,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/444-fissao-nuclear.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,445,Fusão nuclear,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/445-fusao-nuclear.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,446,Dosimetria e interação da radiação com matéria em nível introdutório,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/446-dosimetria-e-interacao-da-radiacao-com-materia-em-nivel-introdutorio.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,447,"Escalas astronômicas: UA, ano-luz e parsec",fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/447-escalas-astronomicas-ua-ano-luz-e-parsec.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,448,Espectros estelares e temperatura,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/448-espectros-estelares-e-temperatura.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,449,"Luminosidade, fluxo e lei do inverso do quadrado",fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/449-luminosidade-fluxo-e-lei-do-inverso-do-quadrado.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,450,Evolução estelar em nível introdutório,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/450-evolucao-estelar-em-nivel-introdutorio.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,451,Efeito Doppler cosmológico e redshift,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/451-efeito-doppler-cosmologico-e-redshift.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,452,Lei de Hubble-Lemaître,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/452-lei-de-hubble-lemaitre.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,453,Evidências observacionais do Big Bang,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/453-evidencias-observacionais-do-big-bang.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,454,Radiação cósmica de fundo em nível conceitual,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/454-radiacao-cosmica-de-fundo-em-nivel-conceitual.html,PENDENTE_VIDEO_DIRETO
Física,07-fisica-moderna-nuclear-e-cosmologia,455,Gravidade e lentes gravitacionais em nível introdutório,fisica/cursos/07-fisica-moderna-nuclear-e-cosmologia/curso_aluno/unidades/455-gravidade-e-lentes-gravitacionais-em-nivel-introdutorio.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,001,Leitura literal e localização de informação explícita,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/001-leitura-literal-e-localizacao-de-informacao-explicita.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,002,Inferência textual autorizada,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/002-inferencia-textual-autorizada.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,003,Evidência textual versus opinião do leitor,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/003-evidencia-textual-versus-opiniao-do-leitor.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,004,Contexto linguístico e contexto extralinguístico,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/004-contexto-linguistico-e-contexto-extralinguistico.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,005,Limites da inferência e graus de certeza,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/005-limites-da-inferencia-e-graus-de-certeza.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,006,Sentido implícito,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/006-sentido-implicito.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,008,Implicatura em contexto,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/008-implicatura-em-contexto.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,010,Polissemia e desambiguação contextual,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/010-polissemia-e-desambiguacao-contextual.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,011,Ironia,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/011-ironia.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,012,Elementos geradores de humor,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/012-elementos-geradores-de-humor.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,018,Efeito de sentido das figuras em contexto,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/018-efeito-de-sentido-das-figuras-em-contexto.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,022,Relações de antecipação,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/022-relacoes-de-antecipacao.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,024,Progressão temática,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/024-progressao-tematica.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,031,"Finalidade, suporte, circulação e público de um gênero",interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/031-finalidade-suporte-circulacao-e-publico-de-um-genero.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,032,Hibridização de gêneros,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/032-hibridizacao-de-generos.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,041,Emprego simultâneo de diversas funções da linguagem,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/041-emprego-simultaneo-de-diversas-funcoes-da-linguagem.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,042,Modalização e posicionamento do enunciador,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/042-modalizacao-e-posicionamento-do-enunciador.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,043,"Vozes, discurso citado e distância enunciativa",interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/043-vozes-discurso-citado-e-distancia-enunciativa.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,046,Provérbios e ditados populares,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/046-proverbios-e-ditados-populares.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,048,"Leitura de charge, cartum e tirinha",interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/048-leitura-de-charge-cartum-e-tirinha.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,049,"Leitura de infográfico, gráfico, tabela e diagrama",interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/049-leitura-de-infografico-grafico-tabela-e-diagrama.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,050,"Relações entre texto, imagem, tipografia e composição visual",interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/050-relacoes-entre-texto-imagem-tipografia-e-composicao-visual.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,052,Oralidade,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/052-oralidade.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,055,Registro e efeito de caracterização social,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/055-registro-e-efeito-de-caracterizacao-social.html,PENDENTE_VIDEO_DIRETO
Interpretação de Texto,Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1,056,Adequação linguística como construção de sentido,interpretacao_textual/cursos/Curso_Interpretacao_Textual_Teoria_Projeto_E_v0.1/curso_aluno/unidades/056-adequacao-linguistica-como-construcao-de-sentido.html,PENDENTE_VIDEO_DIRETO
